"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Zhao R.; Wang X.; Liu Z.; Qi Y.; Zhang Z.; Chang R.","Zhao, Rongying (25928875100); Wang, Xu (57209608900); Liu, Zhuozhu (57212108212); Qi, Yongkang (57211424376); Zhang, Zhaoyang (57211424473); Chang, Ruru (57211423442)","25928875100; 57209608900; 57212108212; 57211424376; 57211424473; 57211423442","Research on the impact evaluation of academic journals based on altmetrics and citation indicators","2019","Proceedings of the Association for Information Science and Technology","56","1","","336","345","9","8","10.1002/pra2.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075942000&doi=10.1002%2fpra2.27&partnerID=40&md5=c75d977b4fbe783c99bf13ff47ad84ca","Article","Final","","Scopus","2-s2.0-85075942000"
"Biswas P.","Biswas, Payel (57212156809)","57212156809","Altmetrics: Its trend and application in Knowledge Information Centres","2019","Handbook of Research on Emerging Trends and Technologies in Library and Information Science","","","","119","131","12","0","10.4018/978-1-5225-9825-1.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121381572&doi=10.4018%2f978-1-5225-9825-1.ch009&partnerID=40&md5=d7bf8662439f97edbc210bf26aaeb228","Book chapter","Final","","Scopus","2-s2.0-85121381572"
"von Mayer K.","von Mayer, Katja (57213594128)","57213594128","Open science needs open infrastructures. On the discussion of the results of the european mutual learning exercise. open science – altmetrics and rewards; [�offene wissenschaft braucht offene infrastrukturen. Zur diskussion der ergebnisse der europäischen mutual learning exercise: open science – altmetrics and rewards]","2019","VOEB-Mitteilungen","72","2","","337","355","18","0","10.31263/voebm.v72i2.3175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077907204&doi=10.31263%2fvoebm.v72i2.3175&partnerID=40&md5=868901ff311cc33a263aaf7514ea5f6d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85077907204"
"Kim J.-E.; Kim Y.; Park K.M.; Yoon D.Y.; Bae J.S.","Kim, Jee-Eun (36663634500); Kim, Yerim (56553796100); Park, Kang Min (55676211700); Yoon, Dae Young (7202875846); Bae, Jong Seok (58922332700)","36663634500; 56553796100; 55676211700; 7202875846; 58922332700","Top 100 Publications as Measured by Altmetrics in the Field of Central Nervous System Inflammatory Demyelinating Disease","2019","BioMed Research International","2019","","3748091","","","","18","10.1155/2019/3748091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076958361&doi=10.1155%2f2019%2f3748091&partnerID=40&md5=75bd13f54fd12cf339c050004571f2c7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85076958361"
"Van Schalkwyk F.; Dudek J.; Costas R.","Van Schalkwyk, Francois (56157297500); Dudek, Jonathan (57211424905); Costas, Rodrigo (9844625800)","56157297500; 57211424905; 9844625800","Using altmetrics to study social movements and cognitive bridges in the communication of science in the social media: The case of the anti-vaccination movement on Twitter","2019","17th International Conference on Scientometrics and Informetrics, ISSI 2019 - Proceedings","1","","","920","931","11","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077185235&partnerID=40&md5=b3cb231dcb87343f2c5ab484f06ecc9b","Conference paper","Final","","Scopus","2-s2.0-85077185235"
"Tunger D.","Tunger, Dirk (12140216500)","12140216500","Altmetrics - On the way to the ""economy of attention""? Feasibility study Altmetrics for the German Ministry of Science and Research (BMBF)","2019","17th International Conference on Scientometrics and Informetrics, ISSI 2019 - Proceedings","2","","","2262","2272","10","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073878934&partnerID=40&md5=454e28286458b0268e030ba76d42f7c5","Conference paper","Final","","Scopus","2-s2.0-85073878934"
"Zhang Y.","Zhang, Yao (58174491700)","58174491700","Research on Altmetric Indicators Evaluation system Model Based on Highly Cited Papers in Chinese Journals; [基于中文期刊高被引论文的 Altmetrics 指标评价体系研究]","2019","Journal of Library and Information Science in Agriculture","31","5","","37","42","5","0","10.13998/j.cnki.issn1002-1248.2019.05.19-0315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151953817&doi=10.13998%2fj.cnki.issn1002-1248.2019.05.19-0315&partnerID=40&md5=20968775069d57c4338b87c3a7c23739","Article","Final","","Scopus","2-s2.0-85151953817"
"Bornmann L.; Haunschild R.; Adams J.","Bornmann, Lutz (8850037200); Haunschild, Robin (56636830200); Adams, Jonathan (37111881700)","8850037200; 56636830200; 37111881700","Do altmetrics assess societal impact in a comparable way to case studies? An empirical test of the convergent validity of altmetrics based on data from the UK research excellence framework (REF)","2019","Journal of Informetrics","13","1","","325","340","15","84","10.1016/j.joi.2019.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060791250&doi=10.1016%2fj.joi.2019.01.008&partnerID=40&md5=1781fb35930cea8a1d4ab4ad9893991b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85060791250"
"Barcelos J.; Macedo D.J.; Maricato J.M.","Barcelos, Janinne (57211424556); Macedo, Diego José (57190306691); Maricato, João de Melo (36645969300)","57211424556; 57190306691; 36645969300","Altmetrics in Altmetric platform: an interview with Stacy Konkiel; [Altmetria na plataforma Altmetric: uma entrevista com Stacy Konkiel]; [Altmetría en la plataforma Altmetric: una entrevista con Stacy Konkiel]","2020","Revista Ibero-Americana de Ciencia da Informacao","13","1","","452","474","22","0","10.26512/rici.v13.n1.2020.28870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188738052&doi=10.26512%2frici.v13.n1.2020.28870&partnerID=40&md5=ad60a11921aaa8cde7203aefa556cded","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188738052"
"Yang S.; Zheng M.","Yang, Siluo (56468208700); Zheng, Mengxue (57211425278)","56468208700; 57211425278","Performance of citations and altmetrics in the social sciences and humanities","2019","Proceedings of the Association for Information Science and Technology","56","1","","326","335","9","8","10.1002/pra2.69","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076119603&doi=10.1002%2fpra2.69&partnerID=40&md5=0062f9baebb9d96dabc7d55e201c6307","Article","Final","","Scopus","2-s2.0-85076119603"
"Yu F.H.; Cao C.X.; Xiao T.; Yang Z.","Yu, Francis Houqiang (57211423257); Cao, Cathy Xueting (57211423267); Xiao, Tingting (57193675076); Yang, Zhenyi (57212505091)","57211423257; 57211423267; 57193675076; 57212505091","Accuracy of policy document mentions: The role of altmetrics databases","2019","17th International Conference on Scientometrics and Informetrics, ISSI 2019 - Proceedings","1","","","477","488","11","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076914537&partnerID=40&md5=49494f78b30ce308dd886a2d7b90a1fe","Conference paper","Final","","Scopus","2-s2.0-85076914537"
"","","","Research on the Impact Evaluation of Domestic Academic Papers Based on Altermetrics and Traditional Bibliometric Indicators; [基于 Altmetrics 与传统文献计量指标的国内学术论文影响力评价研究]","2020","Information studies: Theory and Application","43","6","","76","81","5","0","10.16353/j.cnki.1000-7490.2020.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207418069&doi=10.16353%2fj.cnki.1000-7490.2020.06.012&partnerID=40&md5=0c963efb84e6128de0e99a4231aec9c7","Article","Final","","Scopus","2-s2.0-85207418069"
"","","","Research on Altmetrics Indicators from the Perspective of Users' Motivation; [用 户 动 机 视 角 下 的 Altmetrics指标研究]","2020","Documentation, Information and Knowledge","","3","","63","70and96","7033","2","10.13366/j.dik.2020.03.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140253557&doi=10.13366%2fj.dik.2020.03.063&partnerID=40&md5=f0106cae779f140e05b31888330a9bf6","Article","Final","","Scopus","2-s2.0-85140253557"
"de Oliveira T.M.; Filho J.H.C.P.; Parreira C.R.; Pantoja R.","de Oliveira, Thaiane Moreira (56241746300); Filho, José Henrique Cabral de Paiva (57216043169); Parreira, Camila Ribeiro (57216037805); Pantoja, Rayane (57216036452)","56241746300; 57216043169; 57216037805; 57216036452","Altmetrics and social impact of science in the area of communication and information: A multidimensional research on the circulation of brazilian scientific production on social networking sites; [Altmetria e impacto social da ciência na área de comunicação e informação: Uma pesquisa multidimensional sobre a circulação da produção científica brasileira em sites de redes sociais]; [Altmetrics e impacto social de la ciencia en el área de comunicación e información: Una investigación multidimensional sobre la circulación de la producción científica brasileña en sitios de redes sociales]","2019","Ciencia da Informacao","48","3","","285","293","8","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082538034&partnerID=40&md5=e22233afbb9691bc16cc0e9871316591","Article","Final","","Scopus","2-s2.0-85082538034"
"Jabaley C.S.; Groff R.F., IV; Stentz M.J.; Moll V.; Lynde G.C.; Blum J.M.; O'Reilly-Shah V.N.","Jabaley, Craig S. (57194547985); Groff, Robert F. (57196243712); Stentz, Michael J. (55507555100); Moll, Vanessa (6603761128); Lynde, Grant C. (56034457100); Blum, James M. (55460466500); O'Reilly-Shah, Vikas N. (57195367117)","57194547985; 57196243712; 55507555100; 6603761128; 56034457100; 55460466500; 57195367117","Highly visible sepsis publications from 2012 to 2017: Analysis and comparison of altmetrics and bibliometrics","2018","Journal of Critical Care","48","","","357","371","14","21","10.1016/j.jcrc.2018.09.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054281890&doi=10.1016%2fj.jcrc.2018.09.033&partnerID=40&md5=1f15f81d0dbbe5705681fdced7ca9275","Article","Final","","Scopus","2-s2.0-85054281890"
"Pandian N.D.S.; Veeramachaneni B.; Na J.-C.; Boothaladinni R.V.","Pandian, Nandhini Devi Soundara (57220073051); Veeramachaneni, Bhargavi (57220069654); Na, Jin-Cheon (7103258299); Boothaladinni, Rashmi Vishwanath (57220074904)","57220073051; 57220069654; 7103258299; 57220074904","Altmetrics: Factor Analysis for Assessing the Popularity of Research Articles on Twitter","2019","Journal of Information Science Theory and Practice","7","4","","33","44","11","6","10.1633/JISTaP.2019.7.4.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096759913&doi=10.1633%2fJISTaP.2019.7.4.3&partnerID=40&md5=d28710d7d1fd7f6b6c666c77c5302416","Article","Final","","Scopus","2-s2.0-85096759913"
"Yu H.; Ren Q.; Zhang Y.; Liu C.","Yu, Houqiang (55261022300); Ren, Quane (58181432400); Zhang, Yang (58181703400); Liu, Chunli (59087234500)","55261022300; 58181432400; 58181703400; 59087234500","Divergence in Chinese translation of the term altmetrics: Confusion, influence and discrimination","2019","Journal of Library Science in China","45","1","","47","59","12","0","10.13530/j.cnki.jlis.190004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152409648&doi=10.13530%2fj.cnki.jlis.190004&partnerID=40&md5=6e832472f5e942f3bf4251095666c25e","Article","Final","","Scopus","2-s2.0-85152409648"
"Ouchi A.; Saberi M.K.; Ansari N.; Hashempour L.; Isfandyari-Moghaddam A.","Ouchi, Ali (57211542102); Saberi, Mohammad Karim (36350096800); Ansari, Nasim (57209860123); Hashempour, Leila (55361309100); Isfandyari-Moghaddam, Alireza (56027091800)","57211542102; 36350096800; 57209860123; 55361309100; 56027091800","Do altmetrics correlate with citations? A study based on the 1,000 most-cited articles","2019","Information Discovery and Delivery","47","4","","192","202","10","32","10.1108/IDD-07-2019-0050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074355169&doi=10.1108%2fIDD-07-2019-0050&partnerID=40&md5=0d9d1589752576eebb4fbcaedbd5d74b","Article","Final","","Scopus","2-s2.0-85074355169"
"Eldakar M.A.M.","Eldakar, Metwaly Ali Mohamed (57204124458)","57204124458","Who reads international Egyptian academic articles? An altmetrics analysis of Mendeley readership categories","2019","Scientometrics","121","1","","105","135","30","17","10.1007/s11192-019-03189-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069745107&doi=10.1007%2fs11192-019-03189-7&partnerID=40&md5=edb950dfdd10d4aef30a069425aeae7c","Article","Final","","Scopus","2-s2.0-85069745107"
"Maia L.F.M.P.; Lenzi M.; Rabello E.T.; Oliveira J.","Maia, Luís Fernando Monsores Passos (57197810392); Lenzi, Marcia (57208510866); Rabello, Elaine Teixeira (55326199800); Oliveira, Jonice (7202452493)","57197810392; 57208510866; 55326199800; 7202452493","ReALM: An altmetrics-based framework to map science impacts on society. A case study on Zika research","2019","Proceedings - 2019 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2019","","","","233","241","8","2","10.1145/3350546.3352523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074760565&doi=10.1145%2f3350546.3352523&partnerID=40&md5=aa6e2a77885c04eb5d741ce29efec30c","Conference paper","Final","","Scopus","2-s2.0-85074760565"
"Liu C.; Liu L.; Ma F.","Liu, Chunli (57194175055); Liu, Liping (58174721200); Ma, Fengmao (58174491900)","57194175055; 58174721200; 58174491900","Research Status and Application Challenges of Altmetrics to Evaluate the Social Impact of Scientific Research Output; [Altmetrics 指标评价科研产出社会影响力研究现状及应用挑战]","2019","Journal of Library and Information Science in Agriculture","31","5","","13","21","8","1","10.13998/j.cnki.issn1002-1248.2019.05.19-0465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152068311&doi=10.13998%2fj.cnki.issn1002-1248.2019.05.19-0465&partnerID=40&md5=16fc0fbd8e70a5f78f52e742db581a2f","Article","Final","","Scopus","2-s2.0-85152068311"
"Gul S.; Shueb S.; Shah R.; Shah T.A.","Gul, Sumeer (24401206700); Shueb, Sheikh (56768179900); Shah, Rabia (57204619223); Shah, Tariq Ahmad (35775573600)","24401206700; 56768179900; 57204619223; 35775573600","Altmetrics for the Journals of Politics : Correlating Altmetrics with Journal Metrics","2018","IEEE 5th International Symposium on Emerging Trends and Technologies in Libraries and Information Services, ETTLIS 2018","","","8485270","397","401","4","3","10.1109/ETTLIS.2018.8485270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056408269&doi=10.1109%2fETTLIS.2018.8485270&partnerID=40&md5=ad70bc7e60f481b9f4144987686683a0","Conference paper","Final","","Scopus","2-s2.0-85056408269"
"Zhang X.; Wang X.; Zhao H.; Ordóñez de Pablos P.; Sun Y.; Xiong H.","Zhang, Xi (56076466600); Wang, Xianhai (57208333807); Zhao, Hongke (56718821800); Ordóñez de Pablos, Patricia (24334594300); Sun, Yongqiang (55737741700); Xiong, Hui (7201935465)","56076466600; 57208333807; 56718821800; 24334594300; 55737741700; 7201935465","An effectiveness analysis of altmetrics indices for different levels of artificial intelligence publications","2019","Scientometrics","119","3","","1311","1344","33","35","10.1007/s11192-019-03088-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064479281&doi=10.1007%2fs11192-019-03088-x&partnerID=40&md5=0c977f6b3257d0e30768e9a3d3c472c8","Article","Final","","Scopus","2-s2.0-85064479281"
"Polilova T.A.","Polilova, T.A. (6503948758)","6503948758","MODERN SCIENTIFIC JOURNAL: OVERLAY, CROWDSOURCING, ALTMETRICS","2020","Mathematica Montisnigri","48","","","145","170","25","0","10.20948/mathmontis-2020-48-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207006023&doi=10.20948%2fmathmontis-2020-48-11&partnerID=40&md5=d56b10b940e837e773f01ed890398e8c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85207006023"
"Fernando Monsores Passos Maia L.; Lenzi M.; Rabello E.; Oliveira J.","Fernando Monsores Passos Maia, Luís (57197810392); Lenzi, Marcia (57208510866); Rabello, Elaine (55326199800); Oliveira, Jonice (7202452493)","57197810392; 57208510866; 55326199800; 7202452493","A Web Tool to Map Research Impacts Via Altmetrics","2020","The Web Conference 2020 - Companion of the World Wide Web Conference, WWW 2020","","","","235","239","4","1","10.1145/3366424.3383549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091700003&doi=10.1145%2f3366424.3383549&partnerID=40&md5=1a374d47418f6460dbe3dbafca02fd27","Conference paper","Final","","Scopus","2-s2.0-85091700003"
"Aguillo I.F.","Aguillo, Isidro F. (6507380175)","6507380175","Altmetrics of the Open Access Institutional Repositories: a webometrics approach","2020","Scientometrics","123","3","","1181","1192","11","14","10.1007/s11192-020-03424-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082977716&doi=10.1007%2fs11192-020-03424-6&partnerID=40&md5=7c8801c76aaac3801bd0ee74cf8a0a96","Article","Final","","Scopus","2-s2.0-85082977716"
